image,base_image,cozy,delicious,excited,gloomy,happy,lovely,ordinary,peaceful,sensitive,best_mood,best_score,label,match
happy_04_masked.jpg,happy_04,0.0008413073323999999,0.012981516268000003,0.028906149712,0.054618540028,0.07120841510880001,0.12919589807,0.029336471120000002,0.09406926040000001,0.578842416,sensitive,0.578842416,happy,False
gloomy_03_masked.jpg,gloomy_03,5.946196e-10,2.7729383e-10,5.120215e-10,0.9999827,7.66113e-11,7.714174e-09,6.730068e-08,4.4399417e-06,1.2848868e-05,gloomy,0.9999827,gloomy,True
lovely_04_masked.jpg,lovely_04,0.00012570377,0.0001568499,0.0075532068,0.0013007226,0.010717309,0.26309347,0.0004905457,0.10537984,0.61118233,sensitive,0.61118233,lovely,False
peaceful_02_masked.jpg,peaceful_02,0.197929154276,0.00454996184,0.0186695016,0.20219420759999998,0.00452276316,0.029661092920000003,0.08740153,0.14489598584,0.31017577679999997,sensitive,0.31017577679999997,peaceful,False
excited_01_masked.jpg,excited_01,4.848903e-09,3.929187e-06,0.9271527,1.4841904e-08,0.071433686,0.0005858846,9.708384e-06,0.00078953756,2.4558924e-05,excited,0.9271527,excited,True
lovely_01_masked.jpg,lovely_01,0.01445174652958,0.0019321895141000002,0.014250507542,0.44497499415999997,0.13798567386000002,0.185238406812,0.00959124316,0.01115719218,0.180418052,gloomy,0.44497499415999997,lovely,False
cozy_01_masked.jpg,cozy_01,0.2210798798,0.00935373295982,0.012883012945100001,0.46387765599999997,0.06285902797081999,0.03846650420600001,0.040496069600000004,0.014068367220000001,0.1369157912,gloomy,0.46387765599999997,cozy,False
sensitive_01_masked.jpg,sensitive_01,0.012649605651624,0.00893068359774,0.07563916050620001,0.12978027028,0.03676982484168,0.09809433040400001,0.024155125380000003,0.041003310800000005,0.5729776639999999,sensitive,0.5729776639999999,sensitive,True
happy_01_masked.jpg,happy_01,0.0034786504970399997,0.0017042943167800003,0.08627793281360001,0.18410752316,0.23378720424706,0.029045881102,0.01628184362,0.019034543480000003,0.4262821576,sensitive,0.4262821576,happy,False
happy_06_masked.jpg,happy_06,0.0005447957952,0.0015364811688,0.069070598754,0.576570759576,0.304465530117,0.012544864452000001,0.00835769896,0.0014539071239999999,0.025455287,gloomy,0.576570759576,happy,False
gloomy_01_masked.jpg,gloomy_01,0.0012236027940100002,0.033020804964600005,0.134027880284,0.076261685188,0.14534720967980003,0.03127446342,0.028415966799999998,0.01442706079,0.536001278,sensitive,0.536001278,gloomy,False
excited_03_masked.jpg,excited_03,0.016055212218192002,0.006277617464460001,0.028747102621040004,0.0350136652199,0.103144686063322,0.047711633478000004,0.11529323764600001,0.613024424,0.0347324216,peaceful,0.613024424,excited,False
ordinary_01_masked.jpg,ordinary_01,0.0006829775802188001,0.017299947327244,0.013130194699080002,0.6002566030800001,0.10050612289476621,0.14939505286466,0.064700186058,0.005221394636580001,0.0488074868,gloomy,0.6002566030800001,ordinary,False
lovely_03_masked.jpg,lovely_03,0.000809020897704,0.0411314221312,0.0273197571476,0.00040924008599999993,0.03715273649302,0.11832009621999999,0.025398911620000002,0.180794022,0.5686648559999999,sensitive,0.5686648559999999,lovely,False
gloomy_04_masked.jpg,gloomy_04,0.049430996017905,0.0071140968507614,0.017075276049918202,0.6438972063999999,0.09540220076224043,0.0672405094568796,0.0954597076766,0.005875404150000001,0.01850459446,gloomy,0.6438972063999999,gloomy,True
delicious_01_masked.jpg,delicious_01,4.486374e-10,0.9999398,7.2564126e-06,1.1228596e-10,3.0594124e-06,4.953687e-05,8.679084e-08,7.787169e-08,3.4824982e-08,delicious,0.9999398,delicious,True
sensitive_03_masked.jpg,sensitive_03,0.00773731772111,0.002869966557258,0.0031972985304600005,0.5157610119999999,0.0629729850482064,0.0551925014224,0.040416548818000005,0.11286146250000002,0.198990938,gloomy,0.5157610119999999,sensitive,False
happy_03_masked.jpg,happy_03,0.000138016895102,0.0036239120860000005,0.078484075478,0.00925952096,0.2684146958942,0.0166265045,0.01022635856,0.00807625372,0.60515069,sensitive,0.60515069,happy,False
ordinary_02_masked.jpg,ordinary_02,0.022247616414800005,0.047637051946,0.023154303400000003,0.0979416224,0.017177175852,0.10468534580000001,0.15920256300000002,0.038618808,0.489335526,sensitive,0.489335526,ordinary,False
delicious_02_masked.jpg,delicious_02,6.9731565e-10,0.99996686,5.8747883e-06,3.022719e-11,2.7910257e-06,2.439211e-05,6.747403e-08,2.389867e-08,1.1376323e-08,delicious,0.99996686,delicious,True
happy_05_masked.jpg,happy_05,0.055238751812000005,0.002552725031,0.05861567500380001,0.5463674846,0.2181945569656,0.0273013220976,0.007214691564,0.00546404576,0.079050708,gloomy,0.5463674846,happy,False
happy_08_masked.jpg,happy_08,0.00038196280949200003,0.01205968301394,0.059615303374359996,0.0001018316784,0.257688076019068,0.04226114268,0.00396522006,0.5963348484,0.0275918242,peaceful,0.5963348484,happy,False
gloomy_02_masked.jpg,gloomy_02,1.0308451e-10,3.1578592e-12,1.469514e-11,1.0,4.5247424e-13,8.193317e-12,5.4510646e-10,3.5021937e-11,1.6771297e-08,gloomy,1.0,gloomy,True
lovely_05_masked.jpg,lovely_05,0.0469462677395,0.0017558526543400002,0.0146287601596,0.020538769999999998,0.032082624209700004,0.07532308636200001,0.0527057563,0.1550355394,0.6009833079999999,sensitive,0.6009833079999999,lovely,False
excited_02_masked.jpg,excited_02,0.0026240294497400004,0.013547155832600001,0.044535353404,0.00314632372,0.08489347677122,0.09318127524,0.09166802980000001,0.5227829959999999,0.143621316,peaceful,0.5227829959999999,excited,False
cozy_02_masked.jpg,cozy_02,0.36034106271558003,0.0037844996490200007,0.0005480355072000001,0.6024482760000001,0.0015716814038580001,0.0043483344028,0.001539464148,0.019945184935,0.005473451359999999,gloomy,0.6024482760000001,cozy,False
lovely_02_masked.jpg,lovely_02,0.008455855380400001,0.023309281470000002,0.15103398156000003,0.240686592,0.034032744244000004,0.07578985516,0.056722667000000004,0.018802564520000002,0.391166508,sensitive,0.391166508,lovely,False
peaceful_01_masked.jpg,peaceful_01,0.0016349884377692,0.002860857055742,0.0070147474295599995,0.016560735660000003,0.04766765337512,0.056390646296000005,0.032985040858,0.725514216,0.10937111399999999,peaceful,0.725514216,peaceful,True
happy_02_masked.jpg,happy_02,2.2211893e-07,3.7999005e-05,0.15168275,1.0370866e-09,0.84117043,0.006756448,3.4888856e-06,0.000245211,0.00010361106,happy,0.84117043,happy,True
sensitive_02_masked.jpg,sensitive_02,8.3921664e-10,6.463576e-10,2.057248e-10,5.4565946e-11,5.8862754e-10,2.1853218e-07,9.348969e-10,0.99999976,3.030027e-08,peaceful,0.99999976,sensitive,False
happy_07_masked.jpg,happy_07,0.022350634740000003,0.012781846218000001,0.032522379728,0.0029479301276,0.23912338691082,0.052987190249999996,0.0058050702780000005,0.461537586,0.1699439556,peaceful,0.461537586,happy,False

match_rate,0.2903
