image,cozy,delicious,excited,gloomy,happy,lovely,ordinary,peaceful,sensitive,best_mood,best_score,label,match
happy_01_masked.jpg,0.010758157,0.021153634,0.05338949,0.4245346,0.023306265,0.1055469,0.08747442,0.085384704,0.18845184,gloomy,0.4245346,happy,False
gloomy_01_masked.jpg,0.0504155,0.024323931,0.20393117,0.046968486,0.0659421,0.17434043,0.25242344,0.0662382,0.11541676,ordinary,0.25242344,gloomy,False
happy_02_masked.jpg,0.011875979,0.0017445316,0.017630441,0.85044515,0.010193348,0.02237398,0.034591883,0.0208589,0.030285738,gloomy,0.85044515,happy,False

match_rate,0.0000
