image,cozy,delicious,excited,gloomy,happy,lovely,ordinary,peaceful,sensitive,best_mood,best_score,label,match
happy_02_mtcnn1.jpg,0.0059838635,0.0936048,0.2299668,0.009668335,0.44286782,0.054588888,0.10593773,0.0069678924,0.050413914,happy,0.44286782,happy,True
happy_07_mtcnn4.jpg,0.017852016,0.042421285,0.085060544,0.19857377,0.15761961,0.18592082,0.2079813,0.05217479,0.052395888,ordinary,0.2079813,happy,False
lovely_05_mtcnn3.jpg,0.006180813,0.03474843,0.4049794,0.018029585,0.25625223,0.12954564,0.07764482,0.009218259,0.063400745,excited,0.4049794,lovely,False
happy_05_mtcnn1.jpg,0.018443068,0.020771725,0.059294254,0.21383084,0.13842689,0.1575253,0.17593943,0.12354048,0.092228,gloomy,0.21383084,happy,False
happy_05_mtcnn0.jpg,0.003152213,0.039655976,0.16494606,0.0024411483,0.60226685,0.05677954,0.064118765,0.0026172767,0.06402223,happy,0.60226685,happy,True
lovely_05_mtcnn2.jpg,0.00679126,0.06576759,0.2201251,0.058079116,0.20952506,0.17309317,0.120323785,0.021616032,0.12467885,excited,0.2201251,lovely,False
lovely_05_mtcnn0.jpg,0.010372192,0.050980154,0.14903864,0.16903211,0.24098746,0.24092267,0.0604615,0.040729355,0.037475936,happy,0.24098746,lovely,False
lovely_05_mtcnn1.jpg,0.005864821,0.069715485,0.18372314,0.020709874,0.30439034,0.12549685,0.15150808,0.05860217,0.07998929,happy,0.30439034,lovely,False
happy_08_mtcnn0.jpg,0.003041773,0.06717773,0.19638152,0.030746115,0.22838563,0.32627738,0.066957824,0.037113287,0.043918796,lovely,0.32627738,happy,False
lovely_05_mtcnn5.jpg,0.008123157,0.03975294,0.35503796,0.06988672,0.18796101,0.1320976,0.113233715,0.012211386,0.08169557,excited,0.35503796,lovely,False
ordinary_02_mtcnn0.jpg,0.0055503286,0.21578372,0.070241764,0.017359778,0.15624025,0.11211379,0.15395975,0.023309043,0.24544156,sensitive,0.24544156,ordinary,False
ordinary_02_mtcnn1.jpg,0.012182765,0.16560273,0.10225828,0.011905681,0.24361138,0.08106316,0.16184062,0.00894633,0.21258904,happy,0.24361138,ordinary,False
lovely_05_mtcnn4.jpg,0.007848941,0.09420135,0.19391748,0.052366383,0.1986392,0.15352927,0.15651406,0.022108246,0.12087505,happy,0.1986392,lovely,False
lovely_05_mtcnn6.jpg,0.0071426663,0.074701495,0.2468795,0.038435657,0.23732436,0.18787156,0.08558021,0.028090376,0.09397408,excited,0.2468795,lovely,False
lovely_05_mtcnn7.jpg,0.008120929,0.060083188,0.35821328,0.061431814,0.17324738,0.13079518,0.065014385,0.017076414,0.12601744,excited,0.35821328,lovely,False

match_rate,0.2885
